White,Black,Chinese_Other,Subcont
92,1,4,3
95,0,2,3
95,0,2,2
97,1,1,1
97,0,1,1
81,2,5,11
92,1,3,4
89,1,4,6
91,1,5,3
87,3,5,5
84,5,5,6
94,1,2,3
80,6,5,10
85,4,6,6
93,1,3,3
91,1,3,5
91,2,4,3
94,1,3,2
93,1,3,2
97,1,1,1
97,0,1,2
98,0,1,0
97,0,2,0
98,0,2,0
98,0,1,0
98,0,1,0
98,0,1,0
98,0,1,0
95,0,3,1
96,0,3,1
95,0,4,1
98,0,1,0
98,0,2,0
98,0,2,0
99,0,1,0
95,0,3,2
96,0,2,1
96,0,2,1
97,0,2,2
88,1,7,4
90,1,5,4
90,1,5,5
90,1,5,4
88,1,6,5
82,1,7,10
92,1,4,4
84,1,7,8
82,1,7,10
95,0,2,3
83,1,5,11
89,2,3,6
92,1,3,4
91,1,4,5
88,1,4,7
88,3,5,4
89,2,4,5
85,4,4,7
87,5,5,3
90,1,4,4
82,3,6,9
83,7,6,3
92,1,3,4
82,7,5,7
79,9,8,5
87,2,4,7
67,11,7,15
81,7,5,7
86,4,5,5
77,9,5,9
75,11,8,7
91,2,4,3
67,15,9,10
74,10,9,7
46,15,9,30
81,7,8,5
65,14,9,12
78,7,7,8
86,6,7,1
49,17,12,22
55,15,13,17
29,22,14,35
15,14,11,60
20,21,17,43
12,25,13,50
15,22,16,47
13,16,9,62
58,18,12,12
10,19,14,57
8,19,11,62
11,29,10,51
40,4,9,47
30,38,17,15
32,8,10,51
80,6,8,6
87,5,7,2
21,30,18,31
15,10,14,61
25,34,14,27
32,27,19,22
10,9,14,67
13,17,16,54
26,20,16,38
68,9,11,12
26,9,14,50
54,8,10,28
83,5,8,4
13,11,14,63
38,12,17,34
78,6,7,9
16,11,13,61
55,11,15,19
43,8,12,37
67,4,6,23
85,4,6,5
7,9,13,71
18,24,20,38
87,2,3,8
63,3,12,22
49,12,20,19
82,3,8,7
80,2,5,12
7,9,16,69
55,6,10,29
65,4,15,17
77,7,9,8
87,3,5,6
6,5,13,77
12,10,21,57
18,13,26,43
67,13,14,6
65,6,18,10
36,6,18,39
69,5,8,18
53,4,11,32
62,8,13,17
43,4,11,42
77,10,11,2
73,7,13,7
72,3,15,10
31,4,12,52
56,4,8,32
75,5,12,7
73,5,10,13
83,5,10,2
85,7,7,1
67,5,9,18
71,4,8,17
57,3,10,30
82,7,8,2
74,5,8,13
50,2,10,38
82,4,10,4
73,4,9,14
71,5,9,16
86,4,6,4
80,4,11,5
77,5,8,10
86,5,6,2
80,4,8,8
79,5,9,7
82,6,11,2
89,2,6,2
81,9,9,2
89,2,5,4
85,5,7,2
90,3,6,1
87,5,7,1
84,7,8,2
89,3,6,2
82,7,9,2
89,4,5,1
91,3,5,1
93,2,4,1
70,2,7,21
21,11,15,53
45,20,24,11
45,13,30,12
41,25,24,10
53,20,17,10
53,7,27,12
11,13,14,63
17,5,12,66
75,3,7,15
77,2,7,14
76,7,7,10
55,7,13,25
85,2,6,7
75,16,7,1
81,4,6,8
23,11,14,51
95,0,2,2
62,5,11,23
77,4,8,12
83,4,5,8
88,2,4,6
31,12,15,42
68,7,9,15
87,2,4,7
80,3,6,11
76,5,8,11
68,8,10,14
69,4,7,20
93,0,3,4
95,1,2,2
41,17,14,28
93,1,3,2
88,3,4,5
78,5,6,11
61,12,11,15
91,4,4,1
77,4,12,7
64,10,18,8
91,3,4,2
82,2,4,12
86,1,5,7
77,14,5,4
80,3,8,8
73,4,8,15
83,5,5,7
82,12,4,2
74,1,7,17
76,1,7,17
65,2,17,16
68,6,11,15
92,2,3,3
96,1,2,1
96,0,1,2
94,1,2,2
94,2,3,1
87,4,6,4
96,1,2,1
98,0,1,0
85,2,4,9
62,7,7,24
64,8,7,20
97,1,2,1
85,3,5,8
98,0,1,0
67,5,6,22
95,0,2,2
91,1,4,3
81,3,5,11
97,0,2,1
90,2,4,5
97,0,2,1
83,2,4,10
95,1,3,1
98,0,1,1
94,1,2,3
82,1,5,12
96,0,2,2
97,0,1,2
98,0,1,0
86,2,4,8
92,1,2,5
77,1,2,19
88,1,8,4
94,1,4,2
95,0,2,3
91,1,3,5
79,1,3,17
98,0,1,0
89,2,7,2
91,1,4,5
96,0,2,2
94,0,2,4
96,0,2,1
84,2,3,11
62,5,9,24
87,2,4,7
91,3,3,3
83,2,3,11
71,4,7,19
90,3,3,3
91,3,3,3
76,7,7,10
70,8,6,15
66,10,7,18
68,7,7,19
90,3,3,3
71,4,5,20
68,6,7,20
59,7,10,23
63,6,8,23
48,8,10,35
48,11,12,30
58,9,9,23
85,5,5,6
24,9,14,54
49,7,9,35
90,2,3,5
24,21,16,38
81,6,6,7
41,12,14,34
92,3,3,3
72,5,7,15
68,6,10,15
76,4,8,11
86,2,5,7
77,6,9,8
84,2,4,10
75,5,8,12
83,5,5,6
92,1,4,3
76,5,7,13
91,2,4,3
90,5,5,1
96,1,2,1
91,4,4,1
92,3,4,1
91,3,5,1
90,3,5,1
92,4,4,0
92,2,4,2
84,2,3,11
88,1,3,7
89,1,4,6
84,2,5,8
84,1,4,11
85,1,5,8
83,2,5,11
96,0,2,2
83,1,5,11
84,1,4,11
92,1,3,4
86,1,5,8
93,0,3,4
89,1,5,6
95,0,3,2
95,0,3,2
81,1,5,12
95,1,2,2
91,1,3,6
85,1,4,10
95,1,2,2
96,1,2,1
97,1,1,1
94,1,3,2
97,0,2,1
96,0,2,1
96,0,2,1
95,1,3,2
96,1,2,1
89,2,4,5
89,1,4,6
95,1,2,1
91,2,5,2
89,1,5,5
95,1,3,2
91,2,4,3
94,1,3,1
68,7,7,18
90,1,5,4
89,2,4,5
76,3,4,17
92,1,3,5
87,3,6,4
69,5,10,17
82,2,7,8
47,4,10,39
70,3,10,17
90,1,3,6
53,3,10,35
50,7,11,32
43,5,11,41
86,1,5,8
57,3,7,32
25,4,9,61
53,1,12,33
78,3,6,14
57,3,8,32
87,2,3,8
89,2,4,5
88,5,5,3
78,6,8,8
77,8,9,5
84,7,7,2
94,2,3,1
71,8,9,12
76,10,10,3
83,4,6,7
78,4,6,11
86,2,7,5
61,15,11,13
73,3,9,16
40,15,19,26
79,2,5,14
54,18,18,10
35,13,24,28
56,8,16,21
72,10,10,9
84,2,6,8
44,13,16,27
74,3,6,17
75,4,8,13
74,6,8,12
66,4,9,22
72,6,8,14
82,3,6,8
51,12,14,23
37,4,15,44
74,3,7,16
72,4,8,16
88,3,5,5
70,4,9,17
36,11,19,34
94,0,3,2
98,0,1,1
97,0,2,1
96,1,2,1
96,1,2,2
94,0,3,2
97,0,2,1
97,0,2,1
96,0,2,1
97,0,2,1
94,1,4,1
95,0,2,2
96,0,2,1
95,1,2,2
98,0,2,0
99,0,1,0
99,0,1,0
98,0,2,1
99,0,1,1
97,0,2,0
97,0,2,0
99,0,1,0
95,0,4,1
95,1,4,1
99,0,1,0
95,0,2,2
96,1,2,1
91,1,4,4
73,2,4,21
95,1,3,1
86,2,3,9
93,1,2,4
96,0,2,1
95,1,3,1
91,1,4,4
95,1,2,1
96,0,2,1
96,1,2,1
98,0,1,1
96,0,2,1
95,1,3,2
95,0,2,3
93,0,3,3
97,1,2,1
91,1,4,4
93,0,3,4
97,0,2,1
86,0,5,8
81,1,5,12
97,0,2,1
93,0,2,4
96,0,2,2
98,0,1,1
97,0,2,1
97,0,2,1
98,0,1,0
98,0,1,1
98,0,2,1
99,0,1,0
99,0,1,0
98,0,1,0
99,0,1,0
97,1,2,1
99,0,1,0
98,0,1,0
96,0,3,1
98,0,1,1
97,0,1,1
98,0,2,0
99,0,1,0
99,0,1,0
96,0,1,2
99,0,0,0
97,0,2,1
92,1,3,4
98,0,1,0
98,0,1,1
97,0,2,1
96,0,3,1
98,0,1,1
98,0,2,0
98,0,2,0
99,0,1,0
98,0,2,0
98,0,1,0
97,0,2,1
96,1,2,1
92,2,4,2
91,2,4,2
86,3,6,6
89,2,4,5
80,7,8,5
90,1,4,5
84,4,7,4
76,7,9,8
85,4,7,4
77,5,7,11
40,7,13,40
74,7,8,12
60,7,9,24
75,5,6,15
76,4,7,14
77,5,7,11
84,3,5,8
94,1,3,2
94,1,4,1
96,1,3,1
97,0,2,1
97,1,2,1
95,1,3,1
96,1,3,1
84,3,9,3
96,0,2,1
95,1,3,1
95,0,3,1
96,1,3,1
96,0,3,0
95,1,3,1
93,1,4,2
95,1,3,1
96,1,3,0
96,1,2,1
93,1,4,2
96,0,3,1
96,1,2,1
94,1,4,0
95,1,3,1
96,1,3,1
84,8,6,2
95,1,3,1
90,3,5,2
88,3,6,3
93,2,3,2
90,2,5,2
90,4,5,1
93,2,4,1
97,1,2,1
96,1,2,1
76,6,7,11
74,12,6,8
57,19,9,15
71,6,7,15
58,18,8,16
59,10,7,24
59,5,9,26
87,4,5,4
61,14,10,14
21,6,9,64
35,12,11,42
75,7,8,9
55,9,15,21
83,6,6,6
12,6,9,72
68,10,8,14
19,8,9,63
58,14,14,14
30,9,10,51
62,10,10,18
64,12,12,12
96,1,2,1
93,2,3,2
94,1,3,2
97,1,2,1
95,1,3,1
94,1,3,3
87,3,8,2
81,2,7,10
79,3,9,8
61,3,11,26
88,4,5,3
54,2,9,35
77,3,10,11
57,3,12,28
78,2,5,16
73,3,7,17
91,2,4,2
94,1,3,2
93,1,3,2
89,4,6,1
89,2,4,4
85,4,7,4
96,1,2,1
94,1,3,2
96,1,3,1
89,2,4,4
94,1,3,2
93,2,4,1
84,4,6,6
97,0,2,0
92,2,4,3
84,5,6,5
95,1,3,1
90,3,5,2
94,1,4,1
89,4,6,2
85,4,7,3
94,1,3,2
93,2,3,2
97,1,2,0
96,1,2,0
96,2,2,0
95,1,3,1
94,2,3,2
88,7,4,1
86,9,4,1
91,6,3,1
89,4,3,4
92,2,2,3
90,7,3,0
95,3,2,0
88,4,4,4
75,16,6,3
76,10,9,5
74,15,8,4
83,13,3,1
67,17,9,7
74,14,8,5
82,3,9,6
82,2,10,6
86,2,8,5
88,1,8,3
80,1,14,5
83,3,10,4
81,1,14,4
82,2,12,4
84,2,9,5
79,2,13,6
79,2,12,8
84,1,12,3
82,1,11,6
96,1,2,1
98,0,1,0
94,1,4,1
94,1,4,1
97,0,2,0
97,1,2,0
97,1,2,0
97,0,2,0
96,0,3,0
97,0,2,1
98,0,1,0
96,0,2,1
97,0,2,1
98,0,2,0
95,2,3,1
98,0,1,1
98,0,1,1
98,0,2,0
98,1,1,0
98,0,1,0
97,1,2,0
95,1,3,1
98,0,1,1
97,1,2,1
97,0,2,0
97,0,2,1
97,0,2,0
98,0,2,0
87,3,5,5
93,1,4,2
95,1,3,1
93,1,3,3
88,2,6,3
90,0,3,6
95,1,3,1
97,0,2,0
97,0,2,1
94,2,3,1
96,1,3,1
95,1,3,1
97,1,2,1
96,1,3,1
97,0,2,1
97,0,2,1
95,1,3,1
94,1,3,2
93,2,4,1
93,1,4,2
91,1,5,3
91,1,5,3
92,1,5,2
94,0,4,1
84,1,8,6
93,1,5,2
97,0,2,0
95,1,3,1
94,1,4,1
97,1,2,0
97,1,2,1
97,1,2,1
97,1,2,0
84,2,8,6
91,1,5,4
96,0,2,1
96,1,2,1
95,1,2,1
96,0,2,1
96,1,3,1
96,1,2,2
96,1,3,1
95,1,3,1
97,1,2,0
94,2,3,1
93,3,3,1
93,3,3,1
90,6,3,1
92,3,4,1
89,5,4,2
88,5,5,2
88,4,4,4
91,4,3,2
89,6,4,1
88,3,4,5
93,2,3,2
90,6,3,1
98,0,2,0
99,0,1,0
98,0,1,0
97,0,2,0
99,0,1,0
98,0,1,1
96,1,3,1
96,1,2,1
94,2,3,1
96,0,2,1
95,1,3,1
96,1,2,1
97,0,2,1
98,0,1,0
97,1,2,1
95,1,3,0
95,1,3,1
97,1,2,1
98,1,1,0
97,0,2,1
93,2,3,1
93,1,4,1
93,1,4,2
93,1,4,2
89,2,6,3
92,2,4,2
95,1,3,1
97,1,2,1
97,1,1,1
95,1,3,1
97,1,1,1
98,0,1,0
95,1,3,1
97,1,2,1
96,1,2,1
98,0,1,0
97,1,2,0
97,1,2,0
98,1,1,0
97,0,2,1
93,1,4,2
94,2,3,2
94,2,3,2
93,1,4,2
90,2,4,4
93,1,3,2
93,1,4,2
90,2,5,3
87,3,6,4
97,1,2,1
92,1,4,3
96,1,2,1
94,1,4,1
95,1,2,2
97,1,2,0
96,1,2,1
98,0,1,0
97,0,2,1
97,1,2,1
97,1,2,1
97,1,2,1
89,2,7,2
98,0,2,0
88,2,7,3
87,2,8,3
83,4,11,2
93,1,4,2
98,0,2,0
90,2,7,1
95,1,3,1
92,1,5,1
95,0,4,1
90,4,6,0
94,1,5,1
84,3,11,2
93,2,4,1
98,0,1,0
99,0,1,0
99,0,1,0
93,1,4,2
96,1,2,1
96,0,2,1
97,0,2,1
97,1,2,0
94,1,4,1
94,1,3,2
91,4,4,1
91,4,4,2
92,3,4,1
96,1,2,1
92,2,4,1
90,1,4,4
91,2,4,3
89,1,5,4
88,2,6,4
77,3,7,13
66,6,10,19
94,2,3,1
91,3,4,2
86,5,5,4
83,4,6,7
90,2,5,2
92,3,4,1
85,5,5,4
91,3,4,2
91,3,4,2
90,4,4,1
88,7,4,1
99,0,1,0
98,0,1,0
98,1,1,0
97,0,2,1
98,0,1,1
98,0,1,0
98,0,1,0
98,0,2,0
99,0,1,0
97,1,2,0
98,0,2,0
97,1,2,1
96,1,2,1
97,0,2,1
97,1,2,1
97,1,2,0
97,0,2,1
98,0,2,0
96,0,3,0
98,0,1,0
98,0,2,0
98,0,2,0
98,0,1,0
97,1,2,1
98,0,1,0
98,0,1,0
98,0,1,0
98,0,2,0
98,0,2,0
99,0,1,0
97,0,2,0
97,0,2,1
98,0,2,0
95,1,4,1
97,0,2,0
98,0,2,0
98,0,2,0
95,1,4,1
98,0,1,0
97,1,2,1
97,0,2,1
95,1,3,1
97,1,2,0
97,1,2,0
97,1,2,1
96,1,2,1
95,1,3,1
95,1,3,1
95,1,3,1
90,5,4,1
91,3,4,1
91,2,5,2
90,4,5,1
91,3,5,1
89,5,5,1
92,3,5,1
85,7,6,2
75,15,8,2
96,1,2,1
96,1,3,0
96,0,3,1
97,0,3,1
82,6,6,6
96,0,3,1
87,5,4,4
84,5,5,5
95,0,3,1
92,2,5,2
93,2,4,2
95,0,3,1
89,2,4,4
97,0,2,1
87,3,6,4
93,2,3,2
90,2,4,5
92,1,4,3
86,3,4,7
83,3,5,9
91,3,4,2
94,1,4,2
98,0,1,1
98,1,1,0
96,1,3,1
95,1,3,1
92,2,5,2
97,0,2,1
93,1,4,1
94,1,4,2
97,0,2,0
97,0,2,1
96,1,2,1
95,1,3,1
95,1,2,1
97,0,2,0
96,1,3,1
95,1,3,1
94,1,3,2
96,1,2,1
88,2,6,4
90,2,5,3
87,3,6,4
90,2,6,2
89,1,6,4
83,7,6,3
81,8,8,3
82,3,8,7
84,6,7,3
80,4,7,9
80,8,9,4
86,3,6,5
86,1,6,6
94,2,3,1
96,1,3,0
92,2,4,2
94,1,4,2
92,2,4,2
84,2,7,7
84,3,8,5
87,2,6,5
83,3,7,6
79,4,8,9
82,3,7,7
88,3,6,3
88,2,6,4
96,1,3,1
95,1,3,1
92,1,4,2
93,1,5,1
94,1,4,2
96,1,3,1
93,1,3,3
95,1,3,2
92,1,4,3
90,2,4,4
84,2,7,7
91,1,5,3
82,2,7,9
87,2,6,5
85,2,8,5
94,1,4,2
87,2,7,4
79,3,9,9
79,4,7,10
80,2,11,7
90,2,5,3
91,1,4,4
79,7,8,6
87,2,7,4
87,4,6,3
91,3,4,3
90,2,5,3
88,3,5,4
88,4,6,3
83,4,8,5
90,3,6,2
88,5,6,2
91,3,4,2
93,2,3,1
93,1,3,2
87,3,5,5
94,1,3,2
77,1,7,15
93,0,3,3
89,1,5,5
89,1,5,4
88,2,5,4
91,1,4,4
82,3,6,10
61,1,9,29
87,5,5,3
84,5,6,5
81,6,8,5
80,7,8,5
70,5,10,15
79,4,8,9
71,7,10,12
74,4,10,12
70,3,10,17
68,7,12,13
51,9,15,26
60,8,11,21
83,3,6,8
93,1,4,2
90,2,4,4
92,2,5,2
90,3,4,3
89,3,4,3
91,1,5,2
86,5,7,2
87,3,7,3
84,4,7,4
69,10,14,8
80,6,8,7
73,8,11,8
72,9,11,8
88,3,6,3
91,1,5,3
92,1,4,2
98,1,1,0
99,0,1,0
98,0,2,0
99,0,1,0
98,0,2,0
99,0,1,0
97,1,2,1
99,0,1,0
98,0,1,0
96,2,2,1
97,0,2,0
98,0,2,0
98,0,1,0
99,0,1,0
95,0,4,1
95,1,4,1
95,1,3,1
99,0,1,0
99,0,1,0
98,0,1,0
98,0,1,0
99,0,1,0
97,0,2,1
97,1,2,0
98,0,1,0
97,0,2,1
98,0,2,0
97,0,2,1
97,0,2,1
98,0,1,1
98,0,1,0
98,0,2,0
95,1,4,1
98,0,2,0
98,0,1,0
99,0,1,0
99,0,1,0
98,0,2,0
97,0,2,0
95,1,3,0
92,1,6,1
96,1,3,0
98,0,1,0
97,1,2,0
95,1,2,2
95,0,2,3
99,0,1,0
98,0,2,0
98,0,1,0
99,0,1,0
99,0,1,0
99,0,1,0
95,1,2,2
98,0,2,0
96,1,3,1
98,0,1,0
97,0,2,0
90,1,5,4
96,0,3,1
99,0,1,0
99,0,1,0
98,0,2,1
99,0,1,0
98,0,1,0
98,0,2,0
98,0,1,0
96,1,2,1
99,0,1,0
99,0,1,0
98,0,2,0
99,0,1,0
99,0,1,0
99,0,1,0
99,0,1,0
99,0,1,0
99,0,1,0
99,0,1,0
98,0,1,0
98,1,1,0
99,0,1,0
99,0,1,0
93,2,4,1
94,2,4,1
93,2,4,2
95,1,3,1
87,3,8,2
92,2,5,1
90,2,6,2
93,1,5,1
80,3,15,3
91,1,5,2
92,1,4,3
92,1,4,2
87,2,7,4
93,1,4,2
96,1,3,1
94,1,3,2
97,1,2,1
97,0,2,0
98,0,2,0
98,0,1,0
97,0,2,1
98,0,1,0
99,0,1,0
98,0,1,0
98,0,1,0
99,0,1,0
98,0,1,0
99,0,1,0
97,1,2,1
99,0,1,0
99,0,1,0
98,0,2,0
98,0,2,0
96,1,3,0
99,0,1,0
97,1,2,1
98,0,2,0
99,0,1,0
98,0,1,0
98,0,2,0
96,1,3,0
86,5,9,0
87,4,8,0
93,2,5,1
92,2,5,0
94,1,3,2
93,1,4,2
90,3,6,1
94,1,4,1
91,2,6,1
91,1,5,3
90,2,6,3
83,4,9,4
84,3,7,6
90,1,6,3
92,1,4,3
85,4,7,4
88,2,6,4
89,3,7,1
96,1,3,0
85,3,7,5
91,3,6,0
90,3,5,2
99,0,1,0
98,0,1,0
98,0,1,0
98,0,2,0
99,0,1,0
98,0,1,0
98,0,1,0
97,0,2,0
98,0,1,0
97,0,2,0
95,2,3,0
98,0,1,0
99,0,1,0
97,1,2,0
96,0,3,1
98,0,1,0
95,1,3,1
95,1,4,1
97,0,2,0
98,0,1,0
94,0,3,3
99,0,1,0
92,3,3,1
96,1,3,1
95,1,3,1
95,1,3,1
99,0,1,0
97,0,2,1
99,0,1,0
98,0,2,0
98,0,2,0
98,0,1,0
96,1,2,1
96,0,2,1
95,1,3,1
94,1,3,2
93,1,4,2
98,0,2,0
97,0,2,1
97,0,3,0
94,1,3,2
96,1,2,1
98,0,2,0
98,0,1,0
96,0,2,1
98,0,2,0
99,0,1,0
96,1,3,0
98,0,1,0
97,0,2,0
98,0,1,0
98,0,1,0
98,0,1,0
98,0,2,0
98,0,2,0
99,0,1,0
79,6,12,3
85,2,11,3
78,6,12,4
76,2,16,5
74,5,16,6
77,4,13,6
63,12,16,10
70,4,20,6
68,10,14,8
70,7,15,7
78,2,15,5
64,12,15,9
63,13,17,7
67,10,15,8
66,11,15,8
76,4,14,6
60,6,23,10
77,6,12,5
59,12,16,13
58,14,20,8
69,9,15,7
47,15,17,21
48,11,20,21
45,15,20,20
57,8,22,13
57,6,26,11
59,9,15,17
64,5,22,9
79,3,12,6
71,9,16,3
43,29,22,6
69,13,15,3
57,20,16,7
60,15,13,13
66,13,16,5
67,14,15,4
68,12,12,9
46,28,16,11
51,21,13,15
71,13,13,3
31,48,16,6
55,23,16,6
50,27,14,9
40,35,18,7
54,25,16,5
49,31,16,4
37,39,18,6
63,20,12,5
63,17,16,4
59,24,13,4
61,19,15,5
46,31,16,7
50,27,18,5
52,23,20,5
60,18,19,3
40,32,18,10
50,26,16,9
50,21,25,4
37,36,23,4
61,16,19,4
58,20,18,4
61,16,19,4
64,16,16,4
69,11,16,3
70,11,16,3
73,9,14,3
76,8,14,3
69,11,18,2
61,8,26,5
64,15,18,4
74,6,16,3
58,17,22,4
64,13,19,4
74,7,16,3
80,4,13,3
76,8,13,3
81,5,12,2
77,9,13,2
84,4,9,3
67,12,18,3
86,3,9,2
75,9,13,3
61,16,16,7
38,42,16,4
62,17,15,6
50,25,19,6
45,31,19,4
62,14,17,7
51,20,21,8
81,5,11,3
56,19,18,7
42,34,19,6
43,33,19,5
46,33,17,4
82,3,12,2
42,32,19,7
54,21,18,7
79,5,13,2
47,30,17,6
59,15,18,9
66,14,16,4
83,5,10,2
84,5,9,3
64,12,17,7
51,25,19,5
44,33,19,5
48,28,18,6
62,14,17,7
73,12,13,2
65,14,17,4
78,6,13,4
66,12,16,6
51,28,16,4
83,4,10,3
79,6,13,2
83,4,11,2
72,13,13,2
40,39,18,3
61,20,16,4
68,14,13,4
66,15,13,5
69,13,16,3
48,28,18,6
